Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","012","Algeria","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","10.5","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","10.2","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","7.6","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","12.8","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","17.6","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","14.5","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","20.7","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","16.1","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","13.3","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","18.9","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","19.1","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","15.7","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","22.4","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","3.9","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.9","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","4.9","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.3","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.9","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.6","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.5","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.1","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.8","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","7.4","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","6.1","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","8.7","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2.4","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2.8","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.7","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.3","A","Official figure"
"FS","Suite of Food Security Indicators","012","Algeria","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","3.2","A","Official figure"
